value,   feasible,   frequency, time, iteration
0,False,3,181.14731693267822,0
0,False,4,181.14731693267822,0
0,False,2,181.14731693267822,0
0,False,2,181.14731693267822,0
7790,False,2,181.14731693267822,0
1722,False,1,181.14731693267822,0
9512,False,5,181.14731693267822,0
0,False,2,181.14731693267822,0
7790,False,1,181.14731693267822,0
1722,False,3,181.14731693267822,0
9512,False,6,181.14731693267822,0
10640,False,1,181.14731693267822,0
18430,False,2,181.14731693267822,0
13346,True,1,181.14731693267822,0
21136,False,3,181.14731693267822,0
11780,False,2,181.14731693267822,0
19570,False,5,181.14731693267822,0
14486,False,3,181.14731693267822,0
22276,False,5,181.14731693267822,0
984,False,1,181.14731693267822,0
2352,False,2,181.14731693267822,0
11126,True,1,181.14731693267822,0
4074,False,5,181.14731693267822,0
12848,False,3,181.14731693267822,0
2604,False,1,181.14731693267822,0
11378,False,1,181.14731693267822,0
13100,False,3,181.14731693267822,0
21766,False,3,181.14731693267822,0
15698,False,4,181.14731693267822,0
24472,False,3,181.14731693267822,0
23158,False,3,181.14731693267822,0
17090,False,4,181.14731693267822,0
25864,False,4,181.14731693267822,0
0,False,3,181.14731693267822,0
0,False,2,181.14731693267822,0
8930,False,4,181.14731693267822,0
1974,False,2,181.14731693267822,0
10904,False,6,181.14731693267822,0
0,False,3,181.14731693267822,0
8930,False,8,181.14731693267822,0
1974,False,1,181.14731693267822,0
10904,False,3,181.14731693267822,0
10640,False,4,181.14731693267822,0
19570,False,5,181.14731693267822,0
13598,False,3,181.14731693267822,0
22528,False,8,181.14731693267822,0
11780,False,1,181.14731693267822,0
20710,False,2,181.14731693267822,0
14738,False,2,181.14731693267822,0
23668,False,3,181.14731693267822,0
984,False,2,181.14731693267822,0
2352,False,3,181.14731693267822,0
12266,False,5,181.14731693267822,0
4326,False,2,181.14731693267822,0
14240,False,7,181.14731693267822,0
2604,False,2,181.14731693267822,0
12518,False,1,181.14731693267822,0
4578,False,1,181.14731693267822,0
14492,False,2,181.14731693267822,0
12992,False,5,181.14731693267822,0
22906,False,8,181.14731693267822,0
15950,False,5,181.14731693267822,0
25864,False,3,181.14731693267822,0
14384,False,2,181.14731693267822,0
24298,False,2,181.14731693267822,0
