value,   feasible,   frequency, time, iteration
0,False,15,2079.3077142238617,0
0,False,2,2079.3077142238617,0
0,False,93,2079.3077142238617,0
0,False,5,2079.3077142238617,0
7790,False,3,2079.3077142238617,0
1722,False,16,2079.3077142238617,0
9512,False,7,2079.3077142238617,0
7790,False,4,2079.3077142238617,0
1722,False,18,2079.3077142238617,0
10640,False,39,2079.3077142238617,0
13346,True,13,2079.3077142238617,0
21136,False,26,2079.3077142238617,0
11780,False,16,2079.3077142238617,0
19570,False,3,2079.3077142238617,0
14486,False,6,2079.3077142238617,0
22276,False,6,2079.3077142238617,0
984,False,11,2079.3077142238617,0
2352,False,15,2079.3077142238617,0
11126,True,4,2079.3077142238617,0
4074,False,25,2079.3077142238617,0
12848,False,22,2079.3077142238617,0
2604,False,15,2079.3077142238617,0
11378,False,19,2079.3077142238617,0
4326,False,1,2079.3077142238617,0
13100,False,20,2079.3077142238617,0
12992,False,19,2079.3077142238617,0
21766,False,29,2079.3077142238617,0
15698,False,37,2079.3077142238617,0
24472,False,36,2079.3077142238617,0
23158,False,8,2079.3077142238617,0
17090,False,38,2079.3077142238617,0
25864,False,6,2079.3077142238617,0
0,False,23,2079.3077142238617,0
0,False,11,2079.3077142238617,0
8930,False,5,2079.3077142238617,0
1974,False,4,2079.3077142238617,0
10904,False,6,2079.3077142238617,0
8930,False,14,2079.3077142238617,0
1974,False,56,2079.3077142238617,0
10904,False,18,2079.3077142238617,0
10640,False,14,2079.3077142238617,0
19570,False,33,2079.3077142238617,0
13598,False,32,2079.3077142238617,0
22528,False,10,2079.3077142238617,0
11780,False,4,2079.3077142238617,0
20710,False,47,2079.3077142238617,0
14738,False,14,2079.3077142238617,0
23668,False,1,2079.3077142238617,0
984,False,7,2079.3077142238617,0
2352,False,5,2079.3077142238617,0
12266,False,9,2079.3077142238617,0
4326,False,1,2079.3077142238617,0
14240,False,29,2079.3077142238617,0
2604,False,41,2079.3077142238617,0
12518,False,5,2079.3077142238617,0
4578,False,18,2079.3077142238617,0
14492,False,41,2079.3077142238617,0
12992,False,23,2079.3077142238617,0
15950,False,2,2079.3077142238617,0
25864,False,1,2079.3077142238617,0
14384,False,4,2079.3077142238617,0
24298,False,20,2079.3077142238617,0
17342,False,10,2079.3077142238617,0
27256,False,36,2079.3077142238617,0
252,False,35,2079.3077142238617,0
0,False,16,2079.3077142238617,0
7790,False,3,2079.3077142238617,0
8446,False,3,2079.3077142238617,0
16236,False,4,2079.3077142238617,0
7790,False,35,2079.3077142238617,0
15580,False,7,2079.3077142238617,0
16236,False,10,2079.3077142238617,0
24026,False,15,2079.3077142238617,0
10640,False,7,2079.3077142238617,0
18430,False,35,2079.3077142238617,0
20070,False,5,2079.3077142238617,0
27860,False,19,2079.3077142238617,0
27360,False,4,2079.3077142238617,0
29000,False,51,2079.3077142238617,0
36790,False,11,2079.3077142238617,0
1236,False,4,2079.3077142238617,0
11536,False,46,2079.3077142238617,0
20310,False,3,2079.3077142238617,0
19982,False,11,2079.3077142238617,0
28756,False,13,2079.3077142238617,0
19578,False,38,2079.3077142238617,0
28352,False,37,2079.3077142238617,0
28024,False,6,2079.3077142238617,0
36798,False,8,2079.3077142238617,0
22176,False,2,2079.3077142238617,0
30950,False,4,2079.3077142238617,0
31606,False,12,2079.3077142238617,0
40380,False,41,2079.3077142238617,0
40132,False,29,2079.3077142238617,0
49562,False,24,2079.3077142238617,0
252,False,10,2079.3077142238617,0
10640,False,1,2079.3077142238617,0
19570,False,16,2079.3077142238617,0
19338,False,21,2079.3077142238617,0
28268,False,20,2079.3077142238617,0
18430,False,17,2079.3077142238617,0
27360,False,66,2079.3077142238617,0
27128,False,16,2079.3077142238617,0
36058,False,27,2079.3077142238617,0
21280,False,22,2079.3077142238617,0
30210,False,18,2079.3077142238617,0
30962,False,2,2079.3077142238617,0
39892,False,30,2079.3077142238617,0
30210,False,32,2079.3077142238617,0
39892,False,9,2079.3077142238617,0
48822,False,28,2079.3077142238617,0
1236,False,14,2079.3077142238617,0
22176,False,19,2079.3077142238617,0
32090,False,1,2079.3077142238617,0
30874,False,3,2079.3077142238617,0
40788,False,32,2079.3077142238617,0
30218,False,12,2079.3077142238617,0
40132,False,3,2079.3077142238617,0
38916,False,3,2079.3077142238617,0
48830,False,21,2079.3077142238617,0
42730,False,15,2079.3077142238617,0
52412,False,9,2079.3077142238617,0
41998,False,7,2079.3077142238617,0
51912,False,70,2079.3077142238617,0
51680,False,21,2079.3077142238617,0
61594,False,12,2079.3077142238617,0
0,False,8,2079.3077142238617,0
0,False,77,2079.3077142238617,0
14514,False,3,2079.3077142238617,0
1722,False,22,2079.3077142238617,0
1722,False,28,2079.3077142238617,0
16236,False,26,2079.3077142238617,0
3444,False,3,2079.3077142238617,0
17958,False,19,2079.3077142238617,0
34338,False,34,2079.3077142238617,0
22530,False,3,2079.3077142238617,0
37044,False,1,2079.3077142238617,0
22686,False,19,2079.3077142238617,0
25392,False,12,2079.3077142238617,0
39906,False,58,2079.3077142238617,0
2352,False,2,2079.3077142238617,0
17850,False,12,2079.3077142238617,0
4074,False,9,2079.3077142238617,0
19572,False,10,2079.3077142238617,0
4326,False,27,2079.3077142238617,0
19824,False,14,2079.3077142238617,0
6048,False,18,2079.3077142238617,0
21546,False,4,2079.3077142238617,0
37674,False,12,2079.3077142238617,0
24882,False,19,2079.3077142238617,0
40380,False,15,2079.3077142238617,0
25290,False,3,2079.3077142238617,0
40788,False,74,2079.3077142238617,0
27996,False,9,2079.3077142238617,0
43494,False,9,2079.3077142238617,0
984,False,22,2079.3077142238617,0
2352,False,4,2079.3077142238617,0
18006,False,4,2079.3077142238617,0
4326,False,34,2079.3077142238617,0
19980,False,1,2079.3077142238617,0
4074,False,25,2079.3077142238617,0
19728,False,5,2079.3077142238617,0
6048,False,3,2079.3077142238617,0
21702,False,9,2079.3077142238617,0
22176,False,1,2079.3077142238617,0
37830,False,10,2079.3077142238617,0
40788,False,22,2079.3077142238617,0
25038,False,15,2079.3077142238617,0
40692,False,28,2079.3077142238617,0
27996,False,21,2079.3077142238617,0
43650,False,30,2079.3077142238617,0
1968,False,7,2079.3077142238617,0
4704,False,25,2079.3077142238617,0
21342,False,7,2079.3077142238617,0
6678,False,30,2079.3077142238617,0
23316,False,14,2079.3077142238617,0
6678,False,14,2079.3077142238617,0
23316,False,5,2079.3077142238617,0
8652,False,11,2079.3077142238617,0
25290,False,8,2079.3077142238617,0
24528,False,10,2079.3077142238617,0
41166,False,14,2079.3077142238617,0
27486,False,15,2079.3077142238617,0
44124,False,3,2079.3077142238617,0
44280,False,19,2079.3077142238617,0
30600,False,26,2079.3077142238617,0
47238,False,7,2079.3077142238617,0
1392,False,39,2079.3077142238617,0
0,False,9,2079.3077142238617,0
14514,False,13,2079.3077142238617,0
22960,False,12,2079.3077142238617,0
9512,False,8,2079.3077142238617,0
24026,False,25,2079.3077142238617,0
17958,False,101,2079.3077142238617,0
32472,False,16,2079.3077142238617,0
19824,False,18,2079.3077142238617,0
34338,False,1,2079.3077142238617,0
29254,False,1,2079.3077142238617,0
43768,False,1,2079.3077142238617,0
30476,False,6,2079.3077142238617,0
44990,False,20,2079.3077142238617,0
39906,False,5,2079.3077142238617,0
54420,False,4,2079.3077142238617,0
2376,False,11,2079.3077142238617,0
11536,False,42,2079.3077142238617,0
27034,False,2,2079.3077142238617,0
19982,False,43,2079.3077142238617,0
35480,False,18,2079.3077142238617,0
21300,False,34,2079.3077142238617,0
36798,False,13,2079.3077142238617,0
29746,False,3,2079.3077142238617,0
45244,False,18,2079.3077142238617,0
31360,False,22,2079.3077142238617,0
46858,False,19,2079.3077142238617,0
56288,False,5,2079.3077142238617,0
42264,False,2,2079.3077142238617,0
57762,False,17,2079.3077142238617,0
51694,False,3,2079.3077142238617,0
67192,False,20,2079.3077142238617,0
2376,False,20,2079.3077142238617,0
12992,False,34,2079.3077142238617,0
28646,False,6,2079.3077142238617,0
21690,False,9,2079.3077142238617,0
37344,False,3,2079.3077142238617,0
22504,False,5,2079.3077142238617,0
38158,False,11,2079.3077142238617,0
31202,False,5,2079.3077142238617,0
46856,False,4,2079.3077142238617,0
32816,False,2,2079.3077142238617,0
48470,False,25,2079.3077142238617,0
42498,False,24,2079.3077142238617,0
58152,False,62,2079.3077142238617,0
59122,False,9,2079.3077142238617,0
53150,False,11,2079.3077142238617,0
68804,False,47,2079.3077142238617,0
3360,False,22,2079.3077142238617,0
24528,False,21,2079.3077142238617,0
41166,False,7,2079.3077142238617,0
33226,False,17,2079.3077142238617,0
49864,False,19,2079.3077142238617,0
34292,False,6,2079.3077142238617,0
50930,False,26,2079.3077142238617,0
42990,False,26,2079.3077142238617,0
59628,False,11,2079.3077142238617,0
44352,False,6,2079.3077142238617,0
60990,False,29,2079.3077142238617,0
54034,False,5,2079.3077142238617,0
70672,False,20,2079.3077142238617,0
55256,False,23,2079.3077142238617,0
71894,False,19,2079.3077142238617,0
64938,False,3,2079.3077142238617,0
81576,False,56,2079.3077142238617,0
0,False,9,2079.3077142238617,0
1140,False,56,2079.3077142238617,0
252,False,3,2079.3077142238617,0
1392,False,9,2079.3077142238617,0
0,False,9,2079.3077142238617,0
1140,False,10,2079.3077142238617,0
252,False,1,2079.3077142238617,0
1392,False,15,2079.3077142238617,0
0,False,23,2079.3077142238617,0
1140,False,35,2079.3077142238617,0
1236,False,32,2079.3077142238617,0
2376,False,25,2079.3077142238617,0
1140,False,7,2079.3077142238617,0
2280,False,1,2079.3077142238617,0
2376,False,24,2079.3077142238617,0
3516,False,4,2079.3077142238617,0
0,False,38,2079.3077142238617,0
0,False,12,2079.3077142238617,0
2124,False,5,2079.3077142238617,0
252,False,54,2079.3077142238617,0
2376,False,6,2079.3077142238617,0
252,False,11,2079.3077142238617,0
504,False,3,2079.3077142238617,0
2628,False,10,2079.3077142238617,0
0,False,25,2079.3077142238617,0
2124,False,60,2079.3077142238617,0
1236,False,24,2079.3077142238617,0
3360,False,10,2079.3077142238617,0
3516,False,22,2079.3077142238617,0
2628,False,30,2079.3077142238617,0
4752,False,10,2079.3077142238617,0
0,False,14,2079.3077142238617,0
0,False,4,2079.3077142238617,0
0,False,4,2079.3077142238617,0
6724,False,35,2079.3077142238617,0
6724,False,10,2079.3077142238617,0
7790,False,16,2079.3077142238617,0
7790,False,10,2079.3077142238617,0
14514,False,24,2079.3077142238617,0
14514,False,4,2079.3077142238617,0
0,False,21,2079.3077142238617,0
